,Bird.Code,Day,Month,Month,Year,Full date,Region,molt.size
56612,59051,2,12,Dec,2012,12/2/2012,Humboldt,0
56613,59052,2,12,Dec,2012,12/2/2012,Humboldt,0
56622,59061,27,11,Nov,2012,11/27/2012,North Coast,0
56641,59087,21,10,Oct,2012,10/21/2012,Oregon South,0
56642,59088,21,10,Oct,2012,10/21/2012,Oregon South,0
56643,59089,21,10,Oct,2012,10/21/2012,Oregon South,0
56644,59090,4,11,Nov,2012,11/4/2012,Oregon North,0
56646,59092,4,11,Nov,2012,11/4/2012,Oregon North,0
56647,59093,4,11,Nov,2012,11/4/2012,Oregon North,0
56648,59094,4,11,Nov,2012,11/4/2012,Oregon North,0
56669,59118,31,7,Jul,2012,7/31/2012,Oregon North,0
56681,59130,17,8,Aug,2012,8/17/2012,Humboldt,0
56688,59137,5,11,Nov,2012,11/5/2012,Humboldt,0
56690,59139,5,11,Nov,2012,11/5/2012,Humboldt,0
56693,59142,5,11,Nov,2012,11/5/2012,Humboldt,0
56694,59143,5,11,Nov,2012,11/5/2012,Humboldt,0
56735,59186,31,7,Jul,2012,7/31/2012,Oregon North,0
56738,59189,31,7,Jul,2012,7/31/2012,Oregon North,0
56739,59190,31,7,Jul,2012,7/31/2012,Oregon North,0
56746,59197,31,7,Jul,2012,7/31/2012,Oregon North,0
56758,59209,31,7,Jul,2012,7/31/2012,Oregon North,0
56759,59210,31,7,Jul,2012,7/31/2012,Oregon North,0
56761,59212,25,11,Nov,2012,11/25/2012,Oregon North,0
56764,59215,4,11,Nov,2012,11/4/2012,Humboldt,0
56765,59216,4,11,Nov,2012,11/4/2012,Humboldt,0
56766,59217,27,11,Nov,2012,11/27/2012,Oregon South,0
56767,59218,27,11,Nov,2012,11/27/2012,Oregon South,0
56768,59219,27,11,Nov,2012,11/27/2012,Oregon South,0
56769,59220,27,11,Nov,2012,11/27/2012,Oregon South,0
56772,59223,17,11,Nov,2012,11/17/2012,Humboldt,0
56789,59240,29,7,Jul,2012,7/29/2012,Oregon South,0
56793,59244,29,7,Jul,2012,7/29/2012,Oregon South,0
56795,59246,17,11,Nov,2012,11/17/2012,Humboldt,0
56797,59248,29,7,Jul,2012,7/29/2012,Oregon South,0
56799,59250,29,7,Jul,2012,7/29/2012,Oregon South,0
56800,59251,29,7,Jul,2012,7/29/2012,Oregon South,0
56809,59260,19,8,Aug,2012,8/19/2012,Oregon South,0
56813,59264,15,11,Nov,2012,11/15/2012,Oregon South,0
56815,59266,15,11,Nov,2012,11/15/2012,Oregon South,0
56818,59269,15,11,Nov,2012,11/15/2012,Oregon South,0
56823,59274,25,11,Nov,2012,11/25/2012,South Coast,0
56831,59282,8,12,Dec,2012,12/8/2012,South Coast,0
56835,59286,8,12,Dec,2012,12/8/2012,Oregon North,0
56848,59299,8,12,Dec,2012,12/8/2012,Oregon North,0
56866,59318,8,12,Dec,2012,12/8/2012,Oregon North,0
56895,59354,2,11,Nov,2012,11/2/2012,South Coast,0
56899,59358,14,12,Dec,2012,12/14/2012,South Coast,0
56901,59360,14,12,Dec,2012,12/14/2012,South Coast,0
56907,59370,15,12,Dec,2012,12/15/2012,South Coast,0
56958,59421,9,12,Dec,2012,12/9/2012,Oregon North,0
56960,59423,22,12,Dec,2012,12/22/2012,Oregon South,0
56971,59434,22,12,Dec,2012,12/22/2012,Oregon North,0
56979,59442,24,12,Dec,2012,12/24/2012,South Coast,0
57047,59511,25,11,Nov,2012,11/25/2012,Oregon North,0
57051,59515,13,12,Dec,2012,12/13/2012,Oregon North,0
57066,59542,30,12,Dec,2012,12/30/2012,South Coast,0
57071,59547,30,12,Dec,2012,12/30/2012,South Coast,0
57092,59574,3,11,Nov,2012,11/3/2012,Humboldt,0
57094,59576,3,11,Nov,2012,11/3/2012,Humboldt,0
57098,59580,3,11,Nov,2012,11/3/2012,Humboldt,0
57101,59583,3,11,Nov,2012,11/3/2012,Humboldt,0
57168,59660,15,9,Sep,2012,9/15/2012,South Coast,0
57171,59663,16,9,Sep,2012,9/16/2012,South Coast,0
57172,59664,22,9,Sep,2012,9/22/2012,South Coast,0
57198,59702,10,10,Oct,2012,10/10/2012,South Coast,0
57202,59706,20,10,Oct,2012,10/20/2012,South Coast,0
57209,59713,25,10,Oct,2012,10/25/2012,South Coast,0
57210,59714,25,10,Oct,2012,10/25/2012,South Coast,0
57212,59716,7,11,Nov,2012,11/7/2012,Humboldt,0
57217,59721,7,11,Nov,2012,11/7/2012,Humboldt,0
57225,59734,7,11,Nov,2012,11/7/2012,Humboldt,0
57230,59739,14,11,Nov,2012,11/14/2012,South Coast,0
57236,59745,14,11,Nov,2012,11/14/2012,South Coast,0
57239,59748,17,11,Nov,2012,11/17/2012,South Coast,0
57262,59771,28,10,Oct,2012,10/28/2012,Humboldt,0
57263,59772,28,10,Oct,2012,10/28/2012,Humboldt,0
57266,59775,28,10,Oct,2012,10/28/2012,Humboldt,0
57267,59776,28,10,Oct,2012,10/28/2012,Humboldt,0
57268,59777,28,10,Oct,2012,10/28/2012,Humboldt,0
57269,59778,28,10,Oct,2012,10/28/2012,Humboldt,0
57272,59781,28,10,Oct,2012,10/28/2012,Humboldt,0
57274,59783,28,10,Oct,2012,10/28/2012,Humboldt,0
57275,59784,28,10,Oct,2012,10/28/2012,Humboldt,0
57276,59785,28,10,Oct,2012,10/28/2012,Humboldt,0
57283,59792,24,11,Nov,2012,11/24/2012,Humboldt,0
57299,59808,18,12,Dec,2012,12/18/2012,Humboldt,0
57362,59877,10,12,Dec,2012,12/10/2012,South Coast,0
57375,59910,26,1,Jan,2013,1/26/2013,North Coast,0
57376,59911,26,1,Jan,2013,1/26/2013,North Coast,0
57378,59913,26,1,Jan,2013,1/26/2013,North Coast,0
57379,59914,26,1,Jan,2013,1/26/2013,North Coast,0
57382,59917,24,1,Jan,2013,1/24/2013,Humboldt,0
57408,59947,25,11,Nov,2012,11/25/2012,Oregon North,0
57411,59951,25,11,Nov,2012,11/25/2012,Oregon North,0
57416,59956,25,11,Nov,2012,11/25/2012,Oregon North,0
57417,59957,25,11,Nov,2012,11/25/2012,Oregon North,0
57418,59958,25,11,Nov,2012,11/25/2012,Oregon North,0
57435,59975,1,2,Feb,2013,2/1/2013,Oregon North,0
57448,59988,22,12,Dec,2012,12/22/2012,South Coast,0
57455,59995,13,12,Dec,2012,12/13/2012,South Coast,0
57541,60096,2,2,Feb,2013,2/2/2013,South Coast,0
57617,60177,20,1,Jan,2013,1/20/2013,Humboldt,0
57625,60185,6,10,Oct,2012,10/6/2012,North Coast,0
57629,60189,21,2,Feb,2013,2/21/2013,Oregon South,0
57708,60269,10,11,Nov,2012,11/10/2012,North Coast,0
57710,60271,10,11,Nov,2012,11/10/2012,North Coast,0
57714,60275,23,12,Dec,2012,12/23/2012,Puget Sound,0
57724,60285,2,11,Nov,2012,11/2/2012,Oregon North,0
57725,60286,2,11,Nov,2012,11/2/2012,Oregon North,0
57726,60287,2,11,Nov,2012,11/2/2012,Oregon North,0
57727,60288,2,11,Nov,2012,11/2/2012,Oregon North,0
57729,60290,2,11,Nov,2012,11/2/2012,Oregon North,0
57730,60291,2,11,Nov,2012,11/2/2012,Oregon North,0
57731,60292,2,11,Nov,2012,11/2/2012,Oregon North,0
57734,60295,2,11,Nov,2012,11/2/2012,Oregon North,0
57735,60296,2,11,Nov,2012,11/2/2012,Oregon North,0
57745,60306,2,11,Nov,2012,11/2/2012,Oregon North,0
57748,60309,24,11,Nov,2012,11/24/2012,Oregon North,0
57814,60375,4,8,Aug,2012,8/4/2012,Humboldt,0
57817,60378,4,8,Aug,2012,8/4/2012,Humboldt,0
57837,60398,2,3,Mar,2013,3/2/2013,Humboldt,0
57858,60419,18,11,Nov,2012,11/18/2012,North Coast,0
57863,60424,18,11,Nov,2012,11/18/2012,North Coast,0
57881,60442,22,10,Oct,2011,10/22/2011,Oregon South,0
57882,60443,22,10,Oct,2011,10/22/2011,Oregon South,0
57885,60446,22,10,Oct,2011,10/22/2011,Oregon South,0
57886,60447,22,10,Oct,2011,10/22/2011,Oregon South,0
57888,60449,22,10,Oct,2011,10/22/2011,Oregon South,0
57891,60452,22,10,Oct,2011,10/22/2011,Oregon South,0
57927,60494,25,11,Nov,2012,11/25/2012,North Coast,0
57937,60504,14,12,Dec,2012,12/14/2012,Oregon North,0
57960,60527,26,11,Nov,2012,11/26/2012,North Coast,0
57963,60530,26,11,Nov,2012,11/26/2012,North Coast,0
57973,60540,8,12,Dec,2012,12/8/2012,North Coast,0
57974,60541,8,12,Dec,2012,12/8/2012,North Coast,0
57995,60562,13,12,Dec,2012,12/13/2012,North Coast,0
58007,60576,12,1,Jan,2013,1/12/2013,North Coast,0
58030,60603,22,3,Mar,2013,3/22/2013,Oregon South,0
58040,60613,22,3,Mar,2013,3/22/2013,North Coast,0
58084,60658,26,3,Mar,2013,3/26/2013,Oregon South,0
58085,60659,26,3,Mar,2013,3/26/2013,Oregon South,0
58089,60663,10,2,Feb,2013,2/10/2013,North Coast,0
58113,60695,29,3,Mar,2013,3/29/2013,Humboldt,0
58114,60696,29,3,Mar,2013,3/29/2013,Humboldt,0
58140,60727,11,4,Apr,2013,4/11/2013,South Coast,0
58156,60744,2,11,Nov,2012,11/2/2012,North Coast,0
58251,60843,24,11,Nov,2012,11/24/2012,North Coast,0
58252,60844,24,11,Nov,2012,11/24/2012,North Coast,0
58253,60845,24,11,Nov,2012,11/24/2012,North Coast,0
58254,60846,24,11,Nov,2012,11/24/2012,North Coast,0
58255,60847,24,11,Nov,2012,11/24/2012,North Coast,0
58274,60866,5,5,May,2013,5/5/2013,Humboldt,0
58291,60884,11,5,May,2013,5/11/2013,Oregon North,0
58308,60902,22,5,May,2013,5/22/2013,Humboldt,0
58331,60925,24,3,Mar,2013,3/24/2013,Oregon North,0
58345,60939,25,5,May,2013,5/25/2013,Oregon North,0
58374,60969,5,5,May,2013,5/5/2013,Humboldt,0
58383,60978,24,4,Apr,2013,4/24/2013,Oregon North,0
58395,60992,17,2,Feb,2013,2/17/2013,South Coast,0
58407,61004,8,6,Jun,2013,6/8/2013,Oregon North,0
58433,61031,15,6,Jun,2013,6/15/2013,Oregon South,0
58438,61037,17,6,Jun,2013,6/17/2013,Oregon North,0
58447,61046,18,6,Jun,2013,6/18/2013,Humboldt,0
58456,61055,22,6,Jun,2013,6/22/2013,Oregon North,0
58472,61071,27,6,Jun,2013,6/27/2013,Humboldt,0
58473,61072,27,6,Jun,2013,6/27/2013,Humboldt,0
58479,61079,21,6,Jun,2013,6/21/2013,North Coast,0
58483,61083,22,6,Jun,2013,6/22/2013,Oregon South,0
58485,61085,22,6,Jun,2013,6/22/2013,Oregon South,0
58487,61087,25,6,Jun,2013,6/25/2013,South Coast,0
58510,61110,28,6,Jun,2013,6/28/2013,South Coast,0
58530,61131,30,6,Jun,2013,6/30/2013,North Coast,0
58542,61143,5,7,Jul,2013,7/5/2013,Oregon South,0
58547,61148,7,7,Jul,2013,7/7/2013,Oregon South,0
58549,61150,22,6,Jun,2013,6/22/2013,Humboldt,0
58554,61155,22,6,Jun,2013,6/22/2013,Humboldt,0
58555,61156,22,6,Jun,2013,6/22/2013,Humboldt,0
58563,61164,16,5,May,2013,5/16/2013,Humboldt,0
58565,61166,16,5,May,2013,5/16/2013,Humboldt,0
58567,61168,2,5,May,2013,5/2/2013,Humboldt,0
58574,61177,9,6,Jun,2013,6/9/2013,Humboldt,0
58575,61178,9,6,Jun,2013,6/9/2013,Humboldt,0
58576,61179,9,6,Jun,2013,6/9/2013,Humboldt,0
58577,61180,9,6,Jun,2013,6/9/2013,Humboldt,0
58578,61181,24,6,Jun,2013,6/24/2013,Humboldt,0
58601,61205,10,7,Jul,2013,7/10/2013,Humboldt,0
58603,61207,10,7,Jul,2013,7/10/2013,Humboldt,0
58604,61208,10,7,Jul,2013,7/10/2013,Humboldt,0
58607,61211,10,7,Jul,2013,7/10/2013,Humboldt,0
58609,61213,10,7,Jul,2013,7/10/2013,Humboldt,0
58614,61218,10,7,Jul,2013,7/10/2013,Humboldt,0
58621,61233,31,5,May,2013,5/31/2013,Oregon North,0
58632,61247,13,7,Jul,2013,7/13/2013,Oregon South,0
58633,61248,13,7,Jul,2013,7/13/2013,Oregon South,0
58638,61253,5,7,Jul,2013,7/5/2013,Oregon South,0
58642,61257,14,7,Jul,2013,7/14/2013,Humboldt,0
58644,61259,1,7,Jul,2013,7/1/2013,Humboldt,0
58700,61315,1,7,Jul,2013,7/1/2013,Humboldt,0
58799,61415,29,7,Jul,2012,7/29/2012,South Coast,0
58843,61459,30,6,Jun,2013,6/30/2013,Humboldt,0
58844,61460,30,6,Jun,2013,6/30/2013,Humboldt,0
58864,61485,20,7,Jul,2013,7/20/2013,Oregon North,0
58867,61488,31,5,May,2013,5/31/2013,Humboldt,0
58879,61500,13,6,Jun,2013,6/13/2013,Humboldt,0
58895,61516,15,7,Jul,2013,7/15/2013,Humboldt,0
58901,61522,15,7,Jul,2013,7/15/2013,Humboldt,0
58902,61523,15,7,Jul,2013,7/15/2013,Humboldt,0
58912,61534,4,7,Jul,2013,7/4/2013,Humboldt,0
58951,61574,13,5,May,2013,5/13/2013,Humboldt,0
58970,61593,18,7,Jul,2013,7/18/2013,Humboldt,0
59000,61623,30,7,Jul,2013,7/30/2013,Oregon South,0
59002,61625,30,7,Jul,2013,7/30/2013,Oregon South,0
59007,61630,31,7,Jul,2013,7/31/2013,Oregon North,0
59030,61654,15,6,Jun,2013,6/15/2013,South Coast,0
59047,61671,4,8,Aug,2013,8/4/2013,Humboldt,0
59048,61672,4,8,Aug,2013,8/4/2013,Humboldt,0
59049,61673,4,8,Aug,2013,8/4/2013,Humboldt,0
59052,61676,4,8,Aug,2013,8/4/2013,Humboldt,0
59064,61688,21,7,Jul,2013,7/21/2013,Humboldt,0
59065,61689,21,7,Jul,2013,7/21/2013,Humboldt,0
59068,61692,21,7,Jul,2013,7/21/2013,Humboldt,0
59073,61697,6,8,Aug,2013,8/6/2013,Oregon North,0
59122,61748,11,8,Aug,2013,8/11/2013,Oregon South,0
59130,61756,29,7,Jul,2013,7/29/2013,Humboldt,0
59149,61775,13,8,Aug,2013,8/13/2013,South Coast,0
59172,61799,30,6,Jun,2013,6/30/2013,Humboldt,0
59174,61801,30,6,Jun,2013,6/30/2013,Humboldt,0
59181,61808,20,7,Jul,2013,7/20/2013,Oregon South,0
59200,61827,28,6,Jun,2013,6/28/2013,Oregon North,0
59235,61864,19,8,Aug,2013,8/19/2013,Oregon South,0
59242,61872,7,8,Aug,2013,8/7/2013,Oregon South,0
59243,61874,28,7,Jul,2013,7/28/2013,Oregon South,0
59246,61877,19,7,Jul,2013,7/19/2013,Oregon South,0
59258,61889,20,8,Aug,2013,8/20/2013,Oregon North,0
59284,61915,25,8,Aug,2013,8/25/2013,Oregon North,0
59286,61917,25,8,Aug,2013,8/25/2013,Oregon North,0
59287,61918,25,8,Aug,2013,8/25/2013,Oregon North,0
59307,61938,24,8,Aug,2013,8/24/2013,Oregon North,0
59318,61949,24,8,Aug,2013,8/24/2013,Oregon South,0
59332,61964,28,8,Aug,2013,8/28/2013,Oregon North,0
59333,61965,28,8,Aug,2013,8/28/2013,Oregon North,0
59342,61975,31,8,Aug,2013,8/31/2013,Oregon North,0
59354,61987,31,8,Aug,2013,8/31/2013,Oregon North,0
59368,62001,3,8,Aug,2013,8/3/2013,Oregon South,0
59373,62006,31,8,Aug,2013,8/31/2013,Oregon North,0
59413,62049,6,9,Sep,2013,9/6/2013,South Coast,0
59414,62050,6,9,Sep,2013,9/6/2013,South Coast,0
59438,62075,28,11,Nov,2012,11/28/2012,Oregon North,0
59446,62084,28,4,Apr,2013,4/28/2013,Oregon South,0
59455,62093,6,5,May,2013,5/6/2013,Oregon North,0
59458,62096,25,10,Oct,2012,10/25/2012,Oregon North,0
59460,62098,25,10,Oct,2012,10/25/2012,Oregon North,0
59466,62104,15,11,Nov,2012,11/15/2012,Oregon North,0
59468,62106,31,1,Jan,2013,1/31/2013,Oregon North,0
59521,62160,7,9,Sep,2013,9/7/2013,North Coast,0
59522,62161,7,9,Sep,2013,9/7/2013,North Coast,0
59523,62162,7,9,Sep,2013,9/7/2013,North Coast,0
59529,62168,14,9,Sep,2013,9/14/2013,South Coast,0
59551,62190,9,9,Sep,2013,9/9/2013,Humboldt,0
59555,62195,14,9,Sep,2013,9/14/2013,Oregon North,0
59560,62200,14,9,Sep,2013,9/14/2013,Oregon North,0
59561,62201,14,9,Sep,2013,9/14/2013,Oregon North,0
59563,62203,14,9,Sep,2013,9/14/2013,Oregon North,0
59592,62233,17,9,Sep,2013,9/17/2013,South Coast,0
59593,62234,17,9,Sep,2013,9/17/2013,South Coast,0
59611,62259,17,8,Aug,2013,8/17/2013,Oregon South,0
59613,62261,17,8,Aug,2013,8/17/2013,Oregon South,0
59622,62270,16,9,Sep,2013,9/16/2013,South Coast,0
59623,62271,16,9,Sep,2013,9/16/2013,South Coast,0
59630,62278,19,9,Sep,2013,9/19/2013,Oregon North,0
59641,62289,19,9,Sep,2013,9/19/2013,Oregon North,0
59655,62303,21,9,Sep,2013,9/21/2013,Oregon North,0
59658,62306,19,9,Sep,2013,9/19/2013,Oregon North,0
59664,62312,19,9,Sep,2013,9/19/2013,Oregon North,0
59665,62313,19,9,Sep,2013,9/19/2013,Oregon North,0
59671,62319,20,8,Aug,2013,8/20/2013,Oregon North,0
59673,62321,20,8,Aug,2013,8/20/2013,Oregon North,0
59680,62328,18,9,Sep,2013,9/18/2013,Oregon North,0
59690,62338,20,9,Sep,2013,9/20/2013,South Coast,0
59691,62339,20,9,Sep,2013,9/20/2013,South Coast,0
59699,62347,18,9,Sep,2013,9/18/2013,Oregon North,0
59712,62360,18,9,Sep,2013,9/18/2013,Oregon North,0
59715,62363,21,9,Sep,2013,9/21/2013,Oregon North,0
59734,62393,19,7,Jul,2013,7/19/2013,Oregon South,0
59739,62400,30,6,Jun,2013,6/30/2013,Oregon South,0
59743,62404,30,6,Jun,2013,6/30/2013,Oregon South,0
59750,62411,26,9,Sep,2013,9/26/2013,South Coast,0
59757,62418,27,9,Sep,2013,9/27/2013,Oregon North,0
59760,62421,21,9,Sep,2013,9/21/2013,South Coast,0
59766,62427,22,9,Sep,2013,9/22/2013,Humboldt,0
59767,62429,27,9,Sep,2013,9/27/2013,Humboldt,0
59769,62431,27,9,Sep,2013,9/27/2013,Humboldt,0
59770,62432,27,9,Sep,2013,9/27/2013,Humboldt,0
59775,62437,25,9,Sep,2013,9/25/2013,South Coast,0
59788,62454,30,9,Sep,2013,9/30/2013,South Coast,0
59797,62469,28,9,Sep,2013,9/28/2013,Oregon North,0
59799,62471,28,9,Sep,2013,9/28/2013,Oregon North,0
59800,62472,28,9,Sep,2013,9/28/2013,Oregon North,0
59804,62476,28,9,Sep,2013,9/28/2013,Oregon North,0
59812,62484,27,8,Aug,2013,8/27/2013,South Coast,0
59816,62491,15,9,Sep,2013,9/15/2013,Humboldt,0
59820,62495,2,9,Sep,2013,9/2/2013,Humboldt,0
59826,62501,6,9,Sep,2013,9/6/2013,Humboldt,0
59837,62512,6,9,Sep,2013,9/6/2013,Humboldt,0
59851,62526,4,8,Aug,2013,8/4/2013,Humboldt,0
59853,62528,4,8,Aug,2013,8/4/2013,Humboldt,0
59870,62545,18,8,Aug,2013,8/18/2013,Humboldt,0
59890,62565,27,9,Sep,2013,9/27/2013,North Coast,0
59891,62566,27,9,Sep,2013,9/27/2013,North Coast,0
59893,62568,27,9,Sep,2013,9/27/2013,North Coast,0
59895,62570,27,9,Sep,2013,9/27/2013,North Coast,0
59903,62578,2,10,Oct,2013,10/2/2013,North Coast,0
59905,62580,27,9,Sep,2013,9/27/2013,Oregon North,0
59906,62581,27,9,Sep,2013,9/27/2013,Oregon North,0
59908,62583,27,9,Sep,2013,9/27/2013,Oregon North,0
59920,62595,7,7,Jul,2013,7/7/2013,Humboldt,0
59921,62596,7,7,Jul,2013,7/7/2013,Humboldt,0
59923,62598,26,7,Jul,2013,7/26/2013,Humboldt,0
59929,62604,13,8,Aug,2013,8/13/2013,Humboldt,0
59930,62605,3,8,Aug,2013,8/3/2013,Humboldt,0
59932,62607,3,8,Aug,2013,8/3/2013,Humboldt,0
59935,62610,22,8,Aug,2013,8/22/2013,Humboldt,0
59940,62615,4,8,Aug,2013,8/4/2013,Humboldt,0
59944,62619,13,9,Sep,2013,9/13/2013,Humboldt,0
59950,62625,22,9,Sep,2013,9/22/2013,Humboldt,0
59953,62628,22,9,Sep,2013,9/22/2013,Humboldt,0
59954,62629,22,9,Sep,2013,9/22/2013,Humboldt,0
59960,62635,15,9,Sep,2013,9/15/2013,Humboldt,0
59964,62639,15,9,Sep,2013,9/15/2013,Humboldt,0
59965,62640,15,9,Sep,2013,9/15/2013,Humboldt,0
59971,62646,2,10,Oct,2013,10/2/2013,Humboldt,0
59973,62648,3,10,Oct,2013,10/3/2013,Oregon North,0
59975,62650,3,10,Oct,2013,10/3/2013,Oregon North,0
59976,62651,3,10,Oct,2013,10/3/2013,Oregon North,0
59981,62656,3,10,Oct,2013,10/3/2013,Oregon North,0
59988,62663,3,10,Oct,2013,10/3/2013,Oregon North,0
59992,62667,3,10,Oct,2013,10/3/2013,Oregon North,0
59994,62669,3,10,Oct,2013,10/3/2013,Oregon North,0
59995,62670,3,10,Oct,2013,10/3/2013,Oregon North,0
59996,62671,3,10,Oct,2013,10/3/2013,Oregon North,0
60001,62676,2,10,Oct,2013,10/2/2013,Oregon South,0
60005,62680,2,10,Oct,2013,10/2/2013,Oregon South,0
60006,62681,5,10,Oct,2013,10/5/2013,South Coast,0
60009,62684,5,10,Oct,2013,10/5/2013,South Coast,0
60011,62686,5,10,Oct,2013,10/5/2013,South Coast,0
60012,62687,5,10,Oct,2013,10/5/2013,South Coast,0
60013,62688,5,10,Oct,2013,10/5/2013,South Coast,0
60014,62689,5,10,Oct,2013,10/5/2013,South Coast,0
60023,62698,21,9,Sep,2013,9/21/2013,Oregon South,0
60029,62704,21,9,Sep,2013,9/21/2013,Oregon South,0
60033,62708,6,10,Oct,2013,10/6/2013,Humboldt,0
60060,62738,25,8,Aug,2013,8/25/2013,South Coast,0
60088,62768,5,10,Oct,2013,10/5/2013,Oregon North,0
60089,62769,5,10,Oct,2013,10/5/2013,Oregon North,0
60090,62770,5,10,Oct,2013,10/5/2013,Oregon North,0
60092,62772,5,10,Oct,2013,10/5/2013,Oregon North,0
60094,62774,5,10,Oct,2013,10/5/2013,Oregon North,0
60096,62776,5,10,Oct,2013,10/5/2013,Oregon North,0
60097,62777,5,10,Oct,2013,10/5/2013,Oregon North,0
60100,62780,5,10,Oct,2013,10/5/2013,Oregon North,0
60103,62783,5,10,Oct,2013,10/5/2013,Oregon North,0
60104,62784,5,10,Oct,2013,10/5/2013,Oregon North,0
60105,62785,5,10,Oct,2013,10/5/2013,Oregon North,0
60109,62789,6,10,Oct,2013,10/6/2013,Oregon North,0
60111,62791,6,10,Oct,2013,10/6/2013,Oregon North,0
60127,62815,5,10,Oct,2013,10/5/2013,South Coast,0
60129,62817,5,10,Oct,2013,10/5/2013,South Coast,0
60131,62819,5,10,Oct,2013,10/5/2013,South Coast,0
60132,62820,5,10,Oct,2013,10/5/2013,South Coast,0
60137,62825,5,10,Oct,2013,10/5/2013,South Coast,0
60141,62829,5,10,Oct,2013,10/5/2013,South Coast,0
60143,62831,5,10,Oct,2013,10/5/2013,South Coast,0
60144,62832,5,10,Oct,2013,10/5/2013,South Coast,0
60145,62833,5,10,Oct,2013,10/5/2013,South Coast,0
60148,62836,5,10,Oct,2013,10/5/2013,South Coast,0
60149,62837,5,10,Oct,2013,10/5/2013,South Coast,0
60150,62838,5,10,Oct,2013,10/5/2013,South Coast,0
60154,62842,6,10,Oct,2013,10/6/2013,South Coast,0
60158,62846,6,10,Oct,2013,10/6/2013,South Coast,0
60162,62850,5,10,Oct,2013,10/5/2013,South Coast,0
60163,62851,6,10,Oct,2013,10/6/2013,South Coast,0
60165,62853,5,10,Oct,2013,10/5/2013,South Coast,0
60166,62854,5,10,Oct,2013,10/5/2013,South Coast,0
60170,62858,6,10,Oct,2013,10/6/2013,South Coast,0
60172,62860,5,10,Oct,2013,10/5/2013,South Coast,0
60175,62863,6,10,Oct,2013,10/6/2013,South Coast,0
60176,62864,5,10,Oct,2013,10/5/2013,South Coast,0
60177,62865,6,10,Oct,2013,10/6/2013,South Coast,0
60178,62866,5,10,Oct,2013,10/5/2013,South Coast,0
60180,62868,5,10,Oct,2013,10/5/2013,South Coast,0
60181,62869,5,10,Oct,2013,10/5/2013,South Coast,0
60183,62871,5,10,Oct,2013,10/5/2013,South Coast,0
60184,62872,5,10,Oct,2013,10/5/2013,South Coast,0
60185,62873,5,10,Oct,2013,10/5/2013,South Coast,0
60186,62874,5,10,Oct,2013,10/5/2013,South Coast,0
60187,62875,5,10,Oct,2013,10/5/2013,South Coast,0
60188,62876,5,10,Oct,2013,10/5/2013,South Coast,0
60196,62884,5,10,Oct,2013,10/5/2013,South Coast,0
60197,62885,5,10,Oct,2013,10/5/2013,South Coast,0
60199,62887,5,10,Oct,2013,10/5/2013,South Coast,0
60203,62891,5,10,Oct,2013,10/5/2013,South Coast,0
60206,62894,5,10,Oct,2013,10/5/2013,South Coast,0
60210,62898,5,10,Oct,2013,10/5/2013,South Coast,0
60214,62902,5,10,Oct,2013,10/5/2013,South Coast,0
60217,62905,5,10,Oct,2013,10/5/2013,South Coast,0
60228,62916,5,10,Oct,2013,10/5/2013,South Coast,0
60240,62929,6,10,Oct,2013,10/6/2013,South Coast,0
60242,62931,6,10,Oct,2013,10/6/2013,South Coast,0
60243,62932,6,10,Oct,2013,10/6/2013,South Coast,0
60245,62934,5,10,Oct,2013,10/5/2013,South Coast,0
60248,62937,6,10,Oct,2013,10/6/2013,South Coast,0
60252,62941,5,10,Oct,2013,10/5/2013,South Coast,0
60264,62953,5,10,Oct,2013,10/5/2013,South Coast,0
60268,62957,5,10,Oct,2013,10/5/2013,South Coast,0
60269,62958,5,10,Oct,2013,10/5/2013,South Coast,0
60271,62960,5,10,Oct,2013,10/5/2013,South Coast,0
60273,62962,5,10,Oct,2013,10/5/2013,South Coast,0
60274,62963,5,10,Oct,2013,10/5/2013,South Coast,0
60275,62964,5,10,Oct,2013,10/5/2013,South Coast,0
60277,62966,5,10,Oct,2013,10/5/2013,South Coast,0
60278,62967,5,10,Oct,2013,10/5/2013,South Coast,0
60280,62969,5,10,Oct,2013,10/5/2013,South Coast,0
60281,62970,5,10,Oct,2013,10/5/2013,South Coast,0
60284,62973,5,10,Oct,2013,10/5/2013,South Coast,0
60291,62980,5,10,Oct,2013,10/5/2013,South Coast,0
60292,62981,5,10,Oct,2013,10/5/2013,South Coast,0
60296,62985,5,10,Oct,2013,10/5/2013,South Coast,0
60297,62986,5,10,Oct,2013,10/5/2013,South Coast,0
60299,62988,5,10,Oct,2013,10/5/2013,South Coast,0
60306,62995,21,9,Sep,2013,9/21/2013,South Coast,0
60307,62996,10,10,Oct,2013,10/10/2013,Oregon South,0
60308,62997,10,10,Oct,2013,10/10/2013,Oregon South,0
60312,63001,10,10,Oct,2013,10/10/2013,Oregon North,0
60315,63004,10,10,Oct,2013,10/10/2013,Oregon North,0
60328,63018,27,9,Sep,2013,9/27/2013,Oregon South,0
60329,63019,27,9,Sep,2013,9/27/2013,Oregon South,0
60330,63020,27,9,Sep,2013,9/27/2013,Oregon South,0
60332,63022,8,9,Sep,2013,9/8/2013,Oregon North,0
60334,63024,8,9,Sep,2013,9/8/2013,Oregon North,0
60336,63026,11,10,Oct,2013,10/11/2013,South Coast,0
60337,63027,11,10,Oct,2013,10/11/2013,South Coast,0
60338,63028,11,10,Oct,2013,10/11/2013,South Coast,0
