YYYY,MM,DD,hh,WD,WSPD,WVHT
2011,11,21,12,184,10.3,3.45
2011,11,21,13,209,9.7,4.24
2011,11,21,14,237,8.8,3.93
2011,11,21,15,236,7.9,4.12
2011,11,21,16,225,6.8,4.1
2011,11,21,17,220,8.1,3.95
2011,11,21,18,192,6.3,4.37
2011,11,21,19,190,9.2,4.16
2011,11,21,20,180,11,4.38
2011,11,21,21,169,11.6,4.39
2011,11,21,22,167,12.1,4.36
2011,11,21,23,173,13.3,4.6
2011,11,22,0,169,12.7,5.05
2011,11,22,1,164,12.4,4.74
2011,11,22,2,161,12.7,4.47
2011,11,22,3,169,14.5,4.7
2011,11,22,4,169,14.7,4.64
2011,11,22,5,173,15.1,5.23
2011,11,22,6,171,15.6,5.76
2011,11,22,7,175,16.4,6.12
2011,11,22,8,182,16.4,6.2
2011,11,22,9,189,16.1,6.68
2011,11,22,10,194,15.6,6.39
2011,11,22,11,258,10,6.9
2011,11,22,12,228,9.3,6.33
2011,11,22,13,224,8.5,5.75
2011,11,22,14,222,5.9,5.47
2011,11,22,15,241,5,5.14
2011,11,22,16,212,4.5,5.5
2011,11,22,17,164,3.2,5.9
2011,11,22,18,159,4.6,5.61
2011,11,22,19,176,6.1,4.66
2011,11,22,20,166,9,5.33
2011,11,22,21,144,9,5.49
2011,11,22,22,165,7.8,5.18
2011,11,22,23,128,6.2,5.02
2011,11,23,0,87,9.7,4.63
2011,11,23,1,73,8.8,4.94
2011,11,23,2,48,7.6,4.46
2011,11,23,3,26,6.9,4.19
2011,11,23,4,22,3.9,4.18
2011,11,23,5,7,3.5,4.8
2011,11,23,6,333,4.5,4.59
2011,11,23,7,322,5.4,5.16
2011,11,23,8,310,6.4,5.73
2011,11,23,9,304,5.5,5.44
2011,11,23,10,301,5.9,6.31
2011,11,23,11,295,6,5.44
2011,11,23,12,291,6.9,5.6
2011,11,23,13,286,6.3,5.72
2011,11,23,14,313,7.3,5.6
2011,11,23,15,314,6.3,5.24
2011,11,23,16,308,6.2,4.92
2011,11,23,17,298,7.3,4.52
2011,11,23,18,282,6,4.67
2011,11,23,19,301,6.7,4.67
2011,11,23,20,301,5.8,4.57
2011,11,23,21,292,5.2,4.4
2011,11,23,22,292,5.2,4.47
2011,11,23,23,339,1.7,4.33
2011,11,24,0,282,4.9,4.19
2011,11,24,1,304,5.1,3.75
2011,11,24,2,305,4.2,4.16
2011,11,24,3,238,5.9,3.81
2011,11,24,4,93,1.6,3.9
2011,11,24,5,191,2.2,3.97
2011,11,24,6,176,3.7,4.15
2011,11,24,7,170,5.1,3.86
2011,11,24,8,171,6.7,4.23
2011,11,24,9,127,9.2,4.31
2011,11,24,10,133,9.8,4.31
2011,11,24,11,157,9.3,4.21
2011,11,24,12,170,10,99
2011,11,24,13,157,12.8,4.15
2011,11,24,14,170,14.6,4.04
2011,11,24,15,162,14.2,4.4
2011,11,24,16,168,16.7,4.3
2011,11,24,17,161,16.9,4.69
2011,11,24,18,164,18.1,5.41
2011,11,24,19,168,18.7,6.37
2011,11,24,20,179,16.3,6.93
2011,11,24,21,221,10.6,7.48
2011,11,24,22,250,13,6.71
2011,11,24,23,256,11.1,5.84
2011,11,25,0,265,10.7,6.04
2011,11,25,1,267,9.8,5.46
2011,11,25,2,278,11.7,6
2011,11,25,3,282,15.2,6.89
2011,11,25,4,277,12.6,5.9
2011,11,25,5,295,10.6,6.29
2011,11,25,6,293,14.1,5.85
2011,11,25,7,284,11.7,6.03
2011,11,25,8,284,11.7,6.99
2011,11,25,9,295,10.4,5.81
2011,11,25,10,298,10.1,6.51
2011,11,25,11,282,6.9,6.43
2011,11,25,12,299,7.5,6.98
2011,11,25,13,308,5.7,6.48
2011,11,25,14,269,2.7,6
2011,11,25,15,258,3.2,6.41
2011,11,25,16,240,3.8,6.01
2011,11,25,17,151,2.2,4.99
2011,11,25,18,106,5.7,5.75
2011,11,25,19,116,5.1,4.75
2011,11,25,20,121,6.2,4.64
2011,11,25,21,118,7.4,4.27
2011,11,25,22,125,7.7,3.93
2011,11,25,23,128,9.2,3.9
2011,11,26,0,130,9.7,3.6
2011,11,26,1,125,11.1,3.16
2011,11,26,2,122,11.3,3.4
2011,11,26,3,120,11.8,3.22
2011,11,26,4,124,12.5,3.23
2011,11,26,5,123,13.1,3.41
2011,11,26,6,125,13.2,3.15
2011,11,26,7,134,13.5,2.96
2011,11,26,8,133,13.4,3.03
2011,11,26,9,136,12.7,3.29
2011,11,26,10,133,12.5,3.38
2011,11,26,11,133,12.6,3.37
2011,11,26,12,140,13.6,3.26
2011,11,26,13,133,12.6,3.66
2011,11,26,14,130,13.9,3.66
2011,11,26,16,144,12.9,4
2011,11,26,17,152,13.3,3.69
2011,11,26,18,152,12.6,3.65
2011,11,26,19,155,12.7,3.55
2011,11,26,20,150,11.3,3.48
2011,11,26,21,156,10.9,3.23
2011,11,26,22,158,12.5,3.21
2011,11,26,23,149,10.9,3.09
2011,11,27,0,149,10.2,3.21
2011,11,27,1,151,10,3.34
2011,11,27,2,150,9.8,3.21
2011,11,27,3,160,10.6,3.21
2011,11,27,4,156,11.9,3.2
2011,11,27,5,160,11.7,3.26
2011,11,27,6,166,12.2,3.27
2011,11,27,7,169,11.7,3.46
2011,11,27,8,170,12.4,3.59
2011,11,27,9,167,13.1,3.69
2011,11,27,10,167,14.2,3.82
2011,11,27,11,169,14.5,3.84
2011,11,27,12,173,15.1,4.95
2011,11,27,13,182,15.4,4.9
2011,11,27,14,203,11.7,4.89
2011,11,27,15,236,8.5,4.85
2011,11,27,16,224,7.1,4.69
2011,11,27,17,224,9.4,4.37
2011,11,27,18,233,7.4,4.2
2011,11,27,19,251,8.2,4.39
2011,11,27,20,296,8.6,3.63
2011,11,27,21,293,8,3.66
2011,11,27,22,293,8,3.46
2011,11,27,23,315,8.3,3.31
2011,11,28,0,316,10,3.18
2011,11,28,1,329,9.2,3.15
2011,11,28,2,320,8.4,2.85
2011,11,28,3,329,7.6,3.17
2011,11,28,4,329,6.4,3.31
2011,11,28,5,325,5.3,3.22
2011,11,28,6,323,4.7,3.18
2011,11,28,7,311,4.7,3.17
2011,11,28,8,320,4.3,3.13
2011,11,28,9,314,4.6,3.37
2011,11,28,10,331,4.3,3.6
2011,11,28,11,328,3.2,3.66
2011,11,28,12,320,2.8,3.21
2011,11,28,13,331,2.9,3.2
2011,11,28,14,103,1.7,2.89
2011,11,28,15,197,3.3,2.9
2011,11,28,16,157,2.1,2.77
2011,11,28,17,68,4.3,2.67
2011,11,28,18,93,3.8,2.77
2011,11,28,19,107,1.8,2.72
2011,11,28,20,122,2.4,3
2011,11,28,21,177,1.3,2.94
2011,11,28,22,281,1,2.61
2011,11,28,23,168,1.1,2.95
2011,11,29,0,167,1.1,2.52
2011,11,29,1,162,2.7,2.48
2011,11,29,2,162,1.2,2.44
2011,11,29,3,189,1,2.44
2011,11,29,4,184,0.9,2.45
2011,11,29,5,129,1.6,2.22
2011,11,29,6,136,2.6,2.25
2011,11,29,7,133,1.8,2.33
2011,11,29,8,118,3.8,2.33
2011,11,29,9,111,2.2,2.22
2011,11,29,10,140,1.8,2.11
2011,11,29,11,164,1.1,2.2
2011,11,29,12,158,2.6,2.25
2011,11,29,13,156,3.9,2.33
2011,11,29,14,161,4.7,2.17
2011,11,29,15,160,5.7,2.29
2011,11,29,16,153,7,2.64
2011,11,29,17,153,7.2,2.72
2011,11,29,18,148,7.7,2.91
2011,11,29,19,158,6.6,2.79
2011,11,29,20,165,8.9,2.63
2011,11,29,21,176,10.8,2.86
2011,11,29,22,186,10.2,2.94
2011,11,29,23,202,10.1,2.95
2011,11,30,0,218,10.7,3.26
2011,11,30,1,232,6.8,3.07
2011,11,30,2,236,9,3.32
2011,11,30,3,264,9.8,3.58
2011,11,30,4,267,9.3,3.58
2011,11,30,5,251,8.3,3.94
2011,11,30,6,302,9.6,4.41
2011,11,30,7,315,7.7,4.81
2011,11,30,8,331,6,5.22
2011,11,30,9,337,6.5,5.46
2011,11,30,10,29,2.7,4.6
2011,11,30,11,10,4,5.04
2011,11,30,12,357,8.8,4.65
2011,11,30,13,2,7.3,4.9
2011,11,30,14,349,5.9,4.76
2011,11,30,15,328,7.5,4.66
2011,11,30,16,334,7.5,4.36
2011,11,30,17,18,3.8,4.08
2011,11,30,18,38,5.2,4.3
2011,11,30,19,59,4.2,4.07
2011,11,30,20,117,2.4,4.52
2011,11,30,21,173,1.3,4.1
2011,11,30,22,153,2.2,4.39
2011,11,30,23,164,2.9,4.51
2011,12,1,0,168,1.1,3.82
2011,12,1,1,174,1.9,3.97
2011,12,1,2,146,3.7,3.53
2011,12,1,3,144,3.3,3.21
2011,12,1,4,158,2.5,2.97
2011,12,1,5,358,0.1,3.12
2011,12,1,6,36,0.8,2.83
2011,12,1,7,51,1.4,2.95
2011,12,1,8,61,1.7,3.01
2011,12,1,9,126,2.5,2.89
2011,12,1,10,128,4.4,3.01
2011,12,1,11,139,4.9,2.6
2011,12,1,12,136,5.4,2.65
2011,12,1,13,137,6.1,2.41
2011,12,1,14,124,3.6,2.62
2011,12,1,15,112,2.5,2.56
2011,12,1,16,112,3.8,2.36
2011,12,1,17,105,2.2,2.29
2011,12,1,18,101,2.9,2.4
2011,12,1,19,122,2.3,1.95
2011,12,1,20,148,1.3,2.13
2011,12,1,21,300,1.8,1.83
2011,12,1,22,303,2.6,1.89
2011,12,1,23,315,4.2,2
2011,12,2,0,285,1.2,2.02
2011,12,2,1,274,2.5,1.72
2011,12,2,2,256,2.6,1.94
2011,12,2,3,295,6.4,1.99
2011,12,2,4,307,7.1,1.91
2011,12,2,5,315,7.3,1.84
2011,12,2,6,323,6.9,2
2011,12,2,7,311,5.8,1.96
2011,12,2,8,318,10.1,2.03
2011,12,2,9,343,7.5,2.17
2011,12,2,10,5,6.7,2.1
2011,12,2,11,329,10,2.59
2011,12,2,12,327,10.2,2.81
2011,12,2,13,331,11.2,3.04
2011,12,2,14,338,10.7,3.52
2011,12,2,15,338,9.8,3.54
2011,12,2,16,338,9.9,3.64
2011,12,2,17,2,7.9,3.79
2011,12,2,18,6,4.5,3.87
2011,12,2,19,355,4.5,3.91
2011,12,2,20,339,6.2,3.48
2011,12,2,21,332,6.3,3.77
2011,12,2,22,335,6.5,3.39
2011,12,2,23,352,5.7,3.56
2011,12,3,0,4,4.3,3.42
2011,12,3,1,17,3.8,3.25
2011,12,3,2,46,1.6,3.51
2011,12,3,3,123,2.1,3.06
2011,12,3,4,132,5.9,3.32
2011,12,3,5,139,5.3,3.06
2011,12,3,6,144,4.1,3.13
2011,12,3,7,113,4.9,3.1
2011,12,3,8,134,4.8,2.96
2011,12,3,9,130,4.8,3.09
2011,12,3,10,138,4.4,2.87
2011,12,3,11,126,4.5,2.92
2011,12,3,12,125,5.5,2.99
2011,12,3,13,132,5.5,2.57
2011,12,3,14,131,5.2,2.82
2011,12,3,15,131,4.6,2.92
2011,12,3,16,139,5.1,2.42
2011,12,3,17,149,4.8,2.49
2011,12,3,18,141,4.4,2.58
2011,12,3,19,132,4,2.38
2011,12,3,20,144,4.2,2.27
2011,12,3,21,170,3.8,2.24
2011,12,3,22,187,3.4,2.07
2011,12,3,23,189,2.7,2.34
2011,12,4,0,176,2.5,2.12
2011,12,4,1,147,2.2,2.2
2011,12,4,2,303,3.4,2.25
2011,12,4,3,341,2.6,2.26
2011,12,4,4,329,1.3,2.39
2011,12,4,5,139,0.6,2.19
2011,12,4,6,138,6.5,2.3
2011,12,4,7,128,6,2.21
2011,12,4,8,121,6.5,2.16
2011,12,4,9,121,7.1,2.33
2011,12,4,10,123,6.3,2.23
2011,12,4,11,123,5.6,2.16
2011,12,4,12,119,4.4,1.95
2011,12,4,13,110,3.4,2
2011,12,4,14,72,3.1,1.87
2011,12,4,15,65,2.5,1.9
2011,12,4,16,131,2.7,1.77
2011,12,4,17,153,2.2,1.91
2011,12,4,18,175,3.3,1.89
2011,12,4,19,179,3.1,2.05
2011,12,4,20,223,2.3,1.96
2011,12,4,21,308,2.1,1.71
2011,12,4,22,331,1.2,1.91
2011,12,4,23,334,2.5,1.78
2011,12,5,0,316,1.6,2.03
2011,12,5,1,52,1.9,1.87
2011,12,5,2,42,1.8,1.92
2011,12,5,3,23,1.7,1.93
2011,12,5,4,58,1.5,1.88
2011,12,5,5,345,0.6,1.89
2011,12,5,6,302,1.3,1.72
2011,12,5,7,48,3.6,1.62
2011,12,5,8,56,2.7,1.84
2011,12,5,9,93,2.9,1.95
2011,12,5,10,110,3.3,1.86
2011,12,5,11,120,1.6,1.79
2011,12,5,12,55,2.1,1.52
2011,12,5,13,319,1.5,1.67
2011,12,5,14,107,2.2,1.53
2011,12,5,15,122,1.4,1.4
2011,12,5,16,86,3.5,1.46
2011,12,5,17,102,3.8,1.41
2011,12,5,18,126,2.7,1.48
2011,12,5,19,119,3.5,1.37
2011,12,5,20,149,3.1,1.32
2011,12,5,21,146,1.3,1.41
2011,12,5,22,74,0.6,1.44
2011,12,5,23,180,0.1,1.28
2011,12,6,0,115,0.5,1.31
2011,12,6,1,129,0.6,1.36
2011,12,6,2,180,0,1.31
2011,12,6,3,180,0,1.32
2011,12,6,4,357,0.4,1.24
2011,12,6,5,140,3,1.19
2011,12,6,6,140,3.4,1.15
2011,12,6,7,147,3.8,1.15
2011,12,6,8,146,3.3,1.23
2011,12,6,9,148,3.9,1.23
2011,12,6,10,124,4.6,1.19
2011,12,6,11,130,4,1.31
2011,12,6,12,116,3,1.22
2011,12,6,13,128,2.9,1.2
2011,12,6,14,130,1.9,1.13
2011,12,6,15,136,1.5,1.24
2011,12,6,16,115,0.8,1.04
2011,12,6,17,150,1.2,1.15
2011,12,6,18,110,1,1.1
2011,12,6,19,71,0.8,1.18
2011,12,6,20,158,1.2,1.3
2011,12,6,21,317,0.7,1.23
2011,12,6,22,244,0.7,1.32
2011,12,6,23,237,0.8,1.34
2011,12,7,0,310,2.4,1.49
2011,12,7,1,49,1.7,1.3
2011,12,7,2,3,1.7,1.27
2011,12,7,3,64,0.8,1.45
2011,12,7,4,74,0.8,1.28
2011,12,7,5,60,2.2,1.25
2011,12,7,6,127,4,1.24
2011,12,7,7,136,5,1.23
2011,12,7,8,149,4.9,1.25
2011,12,7,9,140,4.6,1.26
2011,12,7,10,135,4.7,1.45
2011,12,7,11,136,4,1.26
2011,12,7,12,144,4.3,1.35
2011,12,7,13,142,3.7,1.46
2011,12,7,14,162,3.6,1.36
2011,12,7,15,145,3,1.34
2011,12,7,16,125,2.3,1.35
2011,12,7,17,104,3.8,1.32
2011,12,7,18,106,4,1.38
2011,12,7,19,116,2.4,1.36
2011,12,7,20,125,2.6,1.51
2011,12,7,21,78,1.5,1.57
2011,12,7,22,67,2.4,1.7
2011,12,7,23,86,1.9,1.53
2011,12,8,0,61,1.4,1.59
2011,12,8,1,20,2.6,1.69
2011,12,8,2,7,2.4,1.56
2011,12,8,3,152,2.4,1.7
2011,12,8,4,158,2.6,1.61
2011,12,8,5,188,3.6,1.64
2011,12,8,6,207,2.7,1.55
2011,12,8,7,344,3.1,1.51
2011,12,8,8,304,3.2,1.56
2011,12,8,9,289,3.2,1.48
2011,12,8,10,330,2.8,1.35
2011,12,8,11,358,1.9,1.54
2011,12,8,12,138,0.7,1.56
2011,12,8,13,183,0.7,1.58
2011,12,8,14,155,2,1.38
2011,12,8,15,147,2.4,1.32
2011,12,8,16,181,0.5,1.38
2011,12,8,17,352,3.2,1.33
2011,12,8,18,335,3.4,1.29
2011,12,8,19,345,3.1,1.33
2011,12,8,20,353,4.5,1.29
2011,12,8,21,357,4,1.29
2011,12,8,22,10,1.7,1.21
2011,12,8,23,17,1.4,1.51
2011,12,9,0,105,1.4,1.52
2011,12,9,1,104,2,1.44
2011,12,9,2,55,1.2,1.44
2011,12,9,3,48,0.9,1.88
2011,12,9,4,350,0.4,2
2011,12,9,5,306,2,1.55
2011,12,9,6,324,1,1.7
2011,12,9,7,270,0.2,1.99
2011,12,9,8,153,2.2,1.89
2011,12,9,9,143,4.2,2.33
2011,12,9,10,130,5.1,2.07
2011,12,9,11,111,4.7,1.84
2011,12,9,12,114,5.5,1.73
2011,12,9,13,108,5.1,1.79
2011,12,9,14,101,3.5,1.98
2011,12,9,15,82,2.9,1.78
2011,12,9,16,60,2.9,1.64
2011,12,9,17,26,2.9,1.63
2011,12,9,18,14,2.4,1.78
2011,12,9,19,32,3,1.72
2011,12,9,20,48,3,1.82
2011,12,9,21,57,2.2,1.81
2011,12,9,22,61,1.7,1.56
2011,12,9,23,21,1.2,1.73
2011,12,10,1,331,1.9,1.93
2011,12,10,2,35,1.8,1.98
2011,12,10,3,59,1.6,1.83
2011,12,10,4,122,3.1,1.99
2011,12,10,5,200,0.7,1.74
2011,12,10,6,163,0.5,1.82
2011,12,10,7,281,2.2,2
2011,12,10,8,115,2.4,2.14
2011,12,10,9,134,2.2,2.1
2011,12,10,10,140,4.2,1.82
2011,12,10,11,284,3.4,1.88
2011,12,10,12,324,6.6,2.12
2011,12,10,13,317,6.5,2.33
2011,12,10,14,338,7.4,2.04
2011,12,10,15,14,5.1,1.84
2011,12,10,16,9,2.9,2.09
2011,12,10,17,321,3.1,2.21
2011,12,10,18,322,3.2,1.79
2011,12,10,19,339,4,2.28
2011,12,10,20,350,2.8,2.34
2011,12,10,21,317,4,2.35
2011,12,10,22,305,3.4,2.05
2011,12,10,23,285,2.1,2.13
2011,12,11,0,214,1.8,2.32
2011,12,11,1,349,1.8,2.05
2011,12,11,2,313,5.6,2.09
2011,12,11,3,324,9.3,2.71
2011,12,11,4,330,9.4,2.52
2011,12,11,6,4,5.9,2.46
2011,12,11,7,340,7.3,2.6
2011,12,11,8,340,6.5,2.84
2011,12,11,9,344,7.2,2.68
2011,12,11,10,332,7.6,2.71
2011,12,11,11,344,8.1,2.71
2011,12,11,12,329,7.2,2.79
2011,12,11,13,347,7.1,2.95
2011,12,11,14,342,6.4,3.1
2011,12,11,15,334,6.3,2.73
2011,12,11,16,356,6.1,2.78
2011,12,11,17,333,6.2,2.83
2011,12,11,18,354,5.6,2.98
2011,12,11,19,15,5.5,2.67
2011,12,11,20,8,5.3,2.55
2011,12,11,21,347,5.1,2.59
2011,12,11,22,351,7,2.81
2011,12,11,23,356,7.9,2.7
2011,12,12,0,359,7.5,2.71
2011,12,12,1,12,6.6,2.68
2011,12,12,2,16,7.7,2.7
2011,12,12,3,29,7.6,2.4
2011,12,12,4,17,5.4,2.37
2011,12,12,5,24,5.3,2.44
2011,12,12,6,30,5.7,2.3
2011,12,12,7,21,6,2.63
2011,12,12,8,24,6.5,2.55
2011,12,12,9,24,5.5,2.34
2011,12,12,10,64,1.8,2.53
2011,12,12,11,75,2.5,2.49
2011,12,12,12,48,3.3,2.45
2011,12,12,13,56,2.4,2.3
2011,12,12,14,107,3,2.29
2011,12,12,15,134,4,1.99
2011,12,12,16,87,2.8,2.29
2011,12,12,17,115,4.2,2.17
2011,12,12,18,130,3.8,1.88
2011,12,12,19,132,4.2,1.89
2011,12,12,20,146,1.6,1.76
2011,12,12,21,151,2,1.7
2011,12,12,22,160,0.3,1.68
2011,12,12,23,26,0.7,1.66
2011,12,13,0,341,0.5,1.8
2011,12,13,1,26,1.7,1.83
2011,12,13,2,66,2.3,1.64
2011,12,13,3,47,2.4,1.46
2011,12,13,4,63,2.9,1.44
2011,12,13,5,110,4.3,1.27
2011,12,13,6,133,5,1.34
2011,12,13,8,146,1.7,1.23
2011,12,13,9,137,0.5,1.1
2011,12,13,10,60,0.6,1.22
2011,12,13,11,326,0.8,1.3
2011,12,13,12,339,0.7,1.29
2011,12,13,13,83,2,1.33
2011,12,13,14,79,1.3,1.54
2011,12,13,15,119,3.1,1.43
2011,12,13,16,146,0.3,1.78
2011,12,13,17,129,0.9,1.74
2011,12,13,18,146,0.9,1.77
2011,12,13,19,140,3,1.97
2011,12,13,20,176,0.8,2.01
2011,12,13,21,220,0.8,2.03
2011,12,13,22,319,2.8,2.27
2011,12,13,23,17,2,2.58
2011,12,14,0,349,1.6,2.77
2011,12,14,1,329,1.5,2.71
2011,12,14,2,9,1.4,2.61
2011,12,14,3,341,1.6,2.3
2011,12,14,4,19,2.8,2.4
2011,12,14,5,82,1.6,2.45
2011,12,14,6,129,1.9,2.62
2011,12,14,7,167,2.5,2.28
2011,12,14,8,136,2.6,2.31
2011,12,14,9,155,2.5,2.6
2011,12,14,10,134,4.6,2.47
2011,12,14,11,125,5.1,2.21
2011,12,14,12,131,5.9,2.26
2011,12,14,13,132,5.5,1.99
2011,12,14,14,138,5.6,2.18
2011,12,14,15,132,7.2,2.4
2011,12,14,16,131,8.2,2.31
2011,12,14,17,132,8.5,2.38
2011,12,14,18,135,8.9,2.54
2011,12,14,19,136,9.1,2.25
2011,12,14,20,132,9.7,2.37
2011,12,14,21,127,9.1,2.59
2011,12,14,22,133,8.6,2.63
2011,12,14,23,120,9.9,2.39
2011,12,15,0,131,10.5,2.62
2011,12,15,1,133,10.3,2.45
2011,12,15,2,122,10.9,2.59
2011,12,15,3,122,10.5,2.31
2011,12,15,4,124,11.2,2.13
2011,12,15,5,116,11.7,2.31
2011,12,15,6,117,11.2,2.36
2011,12,15,7,118,10.4,2.51
2011,12,15,8,125,10.2,2.73
2011,12,15,9,127,11,2.79
2011,12,15,10,131,9.8,2.89
2011,12,15,11,125,9.2,3.09
2011,12,15,12,119,8.3,3.21
2011,12,15,13,124,8.1,2.78
2011,12,15,14,120,8.6,2.75
2011,12,15,15,125,7.6,2.66
2011,12,15,16,134,6.1,2.61
2011,12,15,17,126,6.4,2.36
2011,12,15,18,132,6.2,2.54
2011,12,15,19,131,4.9,2.32
2011,12,15,20,119,5.1,2.32
2011,12,15,21,114,5.7,2.32
2011,12,15,22,128,4.6,2.49
2011,12,15,23,137,4.2,2.83
2011,12,16,0,132,5.1,2.73
2011,12,16,1,139,5,2.85
2011,12,16,2,137,5.3,2.6
2011,12,16,3,162,3.2,2.39
2011,12,16,4,162,5.2,2.34
2011,12,16,5,147,6.1,2.29
2011,12,16,6,153,6,2.24
2011,12,16,7,155,5,2.26
2011,12,16,8,157,5,2.34
2011,12,16,9,158,5,2.11
2011,12,16,10,164,3,2.28
2011,12,16,11,155,2.6,2.27
2011,12,16,12,156,3.3,2.06
2011,12,16,13,152,4.4,2.19
2011,12,16,14,156,4.4,2.27
2011,12,16,15,164,4.5,2.35
2011,12,16,16,154,5.9,1.96
2011,12,16,17,158,5.8,1.97
2011,12,16,18,159,5.9,1.8
2011,12,16,19,157,5.3,2
2011,12,16,20,155,6,2.05
2011,12,16,21,161,4.9,2.1
2011,12,16,22,164,4.1,1.96
2011,12,16,23,162,4.5,2.07
2011,12,17,0,153,4.7,1.93
2011,12,17,2,162,4.9,2.39
2011,12,17,3,160,5.7,2.29
2011,12,17,4,158,4.8,2.33
2011,12,17,5,156,3.6,2.07
2011,12,17,6,123,4,2.31
2011,12,17,7,122,4.3,2.42
2011,12,17,8,118,3.7,2.53
2011,12,17,9,109,3.4,2.43
2011,12,17,10,124,4.3,2.6
2011,12,17,11,132,4.5,2.86
2011,12,17,12,139,5.4,3.05
2011,12,17,13,132,6.7,3.58
2011,12,17,14,145,5,3.62
2011,12,17,15,146,5.6,3.13
2011,12,17,16,136,6.4,3.73
2011,12,17,17,146,5.5,3.6
2011,12,17,18,150,6.5,3.51
2011,12,17,19,167,5.1,3.53
2011,12,17,20,168,4.9,4.39
2011,12,17,21,168,5.3,3.54
2011,12,17,22,208,3.2,4.02
2011,12,17,23,243,4.5,3.99
2011,12,18,0,242,4.1,4.25
2011,12,18,1,211,2.4,3.74
2011,12,18,2,184,3.3,3.68
2011,12,18,3,204,4.6,3.65
2011,12,18,4,190,3.7,3.76
2011,12,18,5,184,3.8,3.38
2011,12,18,6,242,5,3.82
2011,12,18,7,314,7.1,3.72
2011,12,18,8,318,6.3,3.95
2011,12,18,9,319,4.8,3.38
2011,12,18,10,300,6.8,3.25
2011,12,18,11,324,8.9,3.44
2011,12,18,12,321,7.8,3.54
2011,12,18,13,320,9.6,3.43
2011,12,18,14,328,8,3.63
2011,12,18,15,320,8.2,3.82
2011,12,18,16,320,9.2,3.95
2011,12,18,17,328,9.2,3.61
2011,12,18,18,334,8,3.55
2011,12,18,19,331,7,3.65
2011,12,18,20,340,7.6,3.64
2011,12,18,21,347,7.2,3.95
2011,12,18,22,350,5,3.84
2011,12,18,23,332,5.4,3.68
2011,12,19,0,325,3.8,3.61
2011,12,19,1,321,4.8,3.61
2011,12,19,2,5,3.4,3.07
2011,12,19,3,340,2.3,3.28
2011,12,19,4,331,3.1,3.15
2011,12,19,5,299,0.6,3.3
2011,12,19,6,287,3.3,3.1
2011,12,19,7,247,1.9,2.99
2011,12,19,8,296,1.5,2.87
2011,12,19,9,296,2.4,2.89
2011,12,19,10,316,1.8,3.16
2011,12,19,11,324,2.1,2.75
2011,12,19,12,332,3.3,2.57
2011,12,19,13,342,2.8,2.62
2011,12,19,14,4,1.9,2.51
2011,12,19,15,358,1.3,2.6
2011,12,19,16,337,1,2.61
2011,12,19,17,240,0.6,2.62
2011,12,19,18,217,1.5,2.47
2011,12,19,19,185,0.9,2.33
2011,12,19,20,244,2,2.33
2011,12,19,21,242,2,2.32
2011,12,19,22,238,1.6,2.18
2011,12,19,23,185,1.5,2.11
2011,12,20,0,161,3.5,2.05
2011,12,20,1,169,3.6,2.25
2011,12,20,2,163,4.8,2.11
2011,12,20,3,166,5.5,1.9
2011,12,20,4,167,5.5,1.96
2011,12,20,5,178,5.3,1.91
2011,12,20,6,165,5.3,2.04
2011,12,20,7,170,5.8,2.06
2011,12,20,8,168,6.1,2.45
2011,12,20,9,169,6.7,2.81
2011,12,20,10,182,6,2.67
2011,12,20,11,218,4.4,3.05
2011,12,20,12,300,5,2.82
2011,12,20,13,331,7.7,3.27
2011,12,20,14,50,3.1,3.35
2011,12,20,15,14,1.5,3.13
2011,12,20,16,355,3.8,3.63
2011,12,20,17,329,6.8,3.99
2011,12,20,18,330,6.5,3.64
2011,12,20,19,331,5.7,3.82
2011,12,20,20,328,6.3,4.39
2011,12,20,21,334,7.1,3.84
2011,12,20,22,333,8.7,4.09
2011,12,20,23,327,8.6,4.71
2011,12,21,0,334,8.3,5.17
2011,12,21,1,334,8.2,5.04
2011,12,21,2,324,7.8,4.67
2011,12,21,3,345,4.1,3.93
2011,12,21,4,332,9.2,3.71
2011,12,21,5,329,8.7,4.17
2011,12,21,6,323,9,4.46
2011,12,21,7,322,8.5,3.37
2011,12,21,8,324,8.9,3.73
2011,12,21,9,344,8.4,4.28
2011,12,21,10,348,6,3.98
2011,12,21,11,353,5.9,3.79
2011,12,21,12,354,5.2,3.49
2011,12,21,13,1,3.7,3.54
2011,12,21,14,67,2.8,3.63
2011,12,21,15,117,4.8,4.16
2011,12,21,16,127,5.3,3.19
2011,12,21,17,126,5.4,3.37
2011,12,21,18,136,3.4,2.99
2011,12,21,19,126,4.3,3.01
2011,12,21,20,123,5,3.05
2011,12,21,21,123,6.2,2.73
2011,12,21,22,142,7.2,2.41
2011,12,21,23,137,6.6,2.93
2011,12,22,0,128,5.9,2.39
2011,12,22,1,114,3.6,2.61
2011,12,22,2,110,4.4,3.06
2011,12,22,3,84,3.3,2.73
2011,12,22,4,112,4.3,2.2
2011,12,22,5,116,6.3,2.25
2011,12,22,6,110,7.4,2.38
2011,12,22,7,110,6,2.34
2011,12,22,8,104,8.5,2.36
2011,12,22,9,94,7.1,1.96
2011,12,22,10,105,8.5,1.91
2011,12,22,11,112,9.3,1.93
2011,12,22,12,112,10.1,1.88
2011,12,22,13,113,9.6,2.02
2011,12,22,14,118,9.2,1.87
2011,12,22,15,108,9,1.75
2011,12,22,16,119,9.1,1.64
